 1 21 0
 0.364762 20.7163 -0.977487


 1 21 0
 3.04922 19.9634 1.00343


 1 21 0
 6.40793 20.9076 1.89623


 1 21 0
 2.02528 19.0903 -1.13437


 1 21 0
 3.66052 20.4167 2.76223


 1 21 0
 6.896 19.6248 0.79314


 1 21 0
 3.98127 19.1857 -3.06714


 1 21 0
 0.495355 19.6493 1.22779


 1 21 0
 1.32485 19.1007 0.713669


 1 21 0
 1.80379 19.3744 -1.65233


 1 21 0
 2.9939 20.7378 -2.23737


 1 21 0
 3.84354 19.9341 0.639164


 1 21 0
 0.968814 19.3254 0.649689


 1 21 0
 4.17076 20.3418 -1.18977


 1 21 0
 0.204702 20.8523 -0.149878


 1 21 0
 2.3385 20.5174 -0.68444


 1 21 0
 1.03964 19.6829 -1.74712


 1 21 0
 1.06945 20.2633 0.972233


 1 21 0
 1.27208 20.0537 -1.14947


 21 1 0
 20.9585 4.64683 2.19295


 21 1 0
 21.723 5.43675 0.54113


 21 1 0
 16.3213 0.637209 -0.226246


 21 1 0
 21.2574 4.13355 0.365647


 21 1 0
 19.9559 0.223086 -2.17679


 21 1 0
 20.4531 3.14455 -0.528197


 21 1 0
 19.3386 2.81124 -1.29472


 21 1 0
 20.8444 0.521928 -1.1531


 21 1 0
 20.4066 2.67035 1.36816


 21 1 0
 20.8079 0.588891 -0.696895


 21 1 0
 17.5224 0.120805 -2.05224


 21 1 0
 20.945 2.19809 -2.68352


 21 1 0
 21.4871 3.4149 2.66037


 21 1 0
 21.1022 2.91641 -1.98009


 21 1 0
 21.4848 2.49378 0.169467


 21 1 0
 20.5284 2.5847 0.91523


 21 1 0
 21.6279 1.31922 -0.614223


 21 1 0
 20.9847 0.095576 -1.29394


 21 1 0
 19.7812 0.587635 2.91688


 21 1 0
 20.3761 0.548761 1.76208


 21 1 0
 20.5165 0.150871 -0.519792


 21 1 0
 20.7551 2.55134 -0.0200862


 21 1 0
 21.9865 2.2197 0.610019


 15.5316 19.4526 0.411349
 14.1051 4.90803 -2.66796


 15.5316 19.4526 0.411349
 18.895 20.3691 1.60365


 15.5316 19.4526 0.411349
 20.2348 14.4437 2.4982


 15.5316 19.4526 0.411349
 15.389 11.4943 -2.38181


 15.5316 19.4526 0.411349
 12.6655 2.97687 2.30315


 15.5316 19.4526 0.411349
 16.3762 16.5129 -1.22732


 15.5316 19.4526 0.411349
 12.8781 13.2485 2.86688


 15.5316 19.4526 0.411349
 16.4118 17.032 -1.48329


 15.5316 19.4526 0.411349
 13.351 18.6468 1.09489


 15.5316 19.4526 0.411349
 15.5327 17.935 -2.83115


 15.5316 19.4526 0.411349
 18.9384 13.5223 0.619733


 15.5316 19.4526 0.411349
 18.0466 15.7097 -1.76661


 15.5316 19.4526 0.411349
 20.4112 20.9312 0.712789


 15.5316 19.4526 0.411349
 16.252 19.6627 -1.0354


 15.5316 19.4526 0.411349
 15.773 14.1028 -0.598168


 15.5316 19.4526 0.411349
 14.0316 19.7687 -0.0710842


 15.5316 19.4526 0.411349
 16.1819 17.435 -0.995646


 15.5316 19.4526 0.411349
 13.2368 15.9103 -0.525898


 15.5316 19.4526 0.411349
 15.6363 17.2029 -1.64263


 15.5316 19.4526 0.411349
 15.4758 17.5452 -1.85977


 15.5316 19.4526 0.411349
 14.4805 18.2356 -2.80376


 15.5316 19.4526 0.411349
 21.8801 19.2106 1.41375


 15.5316 19.4526 0.411349
 17.2843 19.1547 -2.45474


 15.5316 19.4526 0.411349
 15.2201 20.1782 1.92694


 15.5316 19.4526 0.411349
 17.924 20.7397 -2.44715


 15.5316 19.4526 0.411349
 14.5544 18.567 -0.545919


 15.5316 19.4526 0.411349
 14.0672 19.9461 -2.30938


 15.5316 19.4526 0.411349
 17.202 19.7821 1.66709


 15.5316 19.4526 0.411349
 14.5386 19.5969 2.64512


 15.5316 19.4526 0.411349
 15.5417 18.6208 -1.02292


 15.5316 19.4526 0.411349
