1 21 0 
1.70381 20.6674 -0.0772669 
2.40762 20.3348 -0.154534 
3.11144 20.0021 -0.231801 
3.81525 19.6695 -0.309068 
4.51906 19.3369 -0.386335 
5.22287 19.0043 -0.463602 
5.68371 18.5651 -0.527709 
6.14455 18.1259 -0.591817 
6.11945 17.4736 -0.629606 
6.09435 16.8214 -0.667395 
5.82628 16.0626 -0.692025 
5.55821 15.3038 -0.716655 
5.55482 14.6982 -0.741667 
5.55142 14.0926 -0.766679 
5.54803 13.4869 -0.791691 
5.54464 12.8813 -0.816704 
6.0706 12.5822 -0.84248 
6.59657 12.283 -0.868257 
7.12253 11.9838 -0.894034 
7.6485 11.6846 -0.919811 
8.29984 11.4939 -0.87328 
8.95118 11.3032 -0.826749 
9.60252 11.1125 -0.780219 
10.2539 10.9217 -0.733688 
10.6266 10.6415 -0.541777 
10.9993 10.3613 -0.349866 
11.3721 10.0811 -0.157955 
11.7448 9.8009 0.0339553 
12.1734 9.39684 0.170392 
12.6021 8.99278 0.306829 
13.0308 8.58873 0.443266 
13.4594 8.18467 0.579702 
14.2785 7.62242 0.459811 
15.0976 7.06016 0.33992 
15.9167 6.49791 0.220029 
16.7358 5.93565 0.100138 
17.5031 5.38057 -0.0580258 
18.2703 4.82548 -0.21619 
19.0375 4.27039 -0.374353 
19.8047 3.71531 -0.532517 
20.0777 3.33276 -0.510898 
20.3507 2.95021 -0.489279 
20.6236 2.56766 -0.46766 
20.8966 2.18512 -0.446041 
20.9224 1.88884 -0.334531 
20.9483 1.59256 -0.223021 
20.9741 1.29628 -0.11151 
21 1 0 

