 4.79857 3.92455 4.32206
 4.07422 3.64806 4.1249
 4.1921 4.00107 3.19674
 4.91645 4.27756 3.39389
 4.79857 3.92455 4.32206
 5.04324 3.40289 4.15472
 4.31889 3.1264 3.95757
 4.07422 3.64806 4.1249
 4.31889 3.1264 3.95757
 4.43677 3.47941 3.02941
 4.1921 4.00107 3.19674
 4.43677 3.47941 3.02941
 5.16112 3.75589 3.22656
 4.91645 4.27756 3.39389
 5.16112 3.75589 3.22656
 5.04324 3.40289 4.15472
 4.79857 3.92455 4.32206


 4.67071 3.7852 4.08633
 3.97386 3.43194 3.91425
 4.03539 3.76832 2.97453
 4.73224 4.12158 3.14661
 4.67071 3.7852 4.08633
 4.96309 3.28613 3.92682
 4.26624 2.93287 3.75475
 3.97386 3.43194 3.91425
 4.26624 2.93287 3.75475
 4.32777 3.26925 2.81503
 4.03539 3.76832 2.97453
 4.32777 3.26925 2.81503
 5.02462 3.6225 2.98711
 4.73224 4.12158 3.14661
 5.02462 3.6225 2.98711
 4.96309 3.28613 3.92682
 4.67071 3.7852 4.08633


 4.53908 3.6444 3.8499
 3.87788 3.21827 3.70423
 3.88479 3.53213 2.75478
 4.54599 3.95825 2.90046
 4.53908 3.6444 3.8499
 4.87681 3.17281 3.69647
 4.21561 2.74668 3.55079
 3.87788 3.21827 3.70423
 4.21561 2.74668 3.55079
 4.22252 3.06054 2.60135
 3.88479 3.53213 2.75478
 4.22252 3.06054 2.60135
 4.88372 3.48667 2.74702
 4.54599 3.95825 2.90046
 4.88372 3.48667 2.74702
 4.87681 3.17281 3.69647
 4.53908 3.6444 3.8499


 4.40386 3.50177 3.61292
 3.78603 3.00749 3.49467
 3.74067 3.29319 2.53743
 4.3585 3.78747 2.65567
 4.40386 3.50177 3.61292
 4.78405 3.06223 3.46372
 4.16623 2.56796 3.34547
 3.78603 3.00749 3.49467
 4.16623 2.56796 3.34547
 4.12087 2.85366 2.38823
 3.74067 3.29319 2.53743
 4.12087 2.85366 2.38823
 4.73869 3.34793 2.50647
 4.3585 3.78747 2.65567
 4.73869 3.34793 2.50647
 4.78405 3.06223 3.46372
 4.40386 3.50177 3.61292


 4.26523 3.35694 3.37551
 3.69802 2.80002 3.2854
 3.60334 3.05226 2.32238
 4.17055 3.60917 2.41248
 4.26523 3.35694 3.37551
 4.68451 2.95366 3.22866
 4.11731 2.39674 3.13856
 3.69802 2.80002 3.2854
 4.11731 2.39674 3.13856
 4.02263 2.64898 2.17553
 3.60334 3.05226 2.32238
 4.02263 2.64898 2.17553
 4.58984 3.20589 2.26564
 4.17055 3.60917 2.41248
 4.58984 3.20589 2.26564
 4.68451 2.95366 3.22866
 4.26523 3.35694 3.37551


 4.21095 3.2776 3.16591
 3.66764 2.69288 3.11195
 3.54028 2.90071 2.14211
 4.08359 3.48543 2.19607
 4.21095 3.2776 3.16591
 4.64467 2.88756 3.02537
 4.10136 2.30284 2.97141
 3.66764 2.69288 3.11195
 4.10136 2.30284 2.97141
 3.974 2.51067 2.00157
 3.54028 2.90071 2.14211
 3.974 2.51067 2.00157
 4.51732 3.09539 2.05553
 4.08359 3.48543 2.19607
 4.51732 3.09539 2.05553
 4.64467 2.88756 3.02537
 4.21095 3.2776 3.16591


 4.15494 3.19734 2.95521
 3.63756 2.58741 2.9379
 3.47942 2.7492 1.96383
 3.99681 3.35912 1.98114
 4.15494 3.19734 2.95521
 4.60263 2.82141 2.82009
 4.08524 2.21149 2.80279
 3.63756 2.58741 2.9379
 4.08524 2.21149 2.80279
 3.9271 2.37327 1.82871
 3.47942 2.7492 1.96383
 3.9271 2.37327 1.82871
 4.44449 2.9832 1.84602
 3.99681 3.35912 1.98114
 4.44449 2.9832 1.84602
 4.60263 2.82141 2.82009
 4.15494 3.19734 2.95521


 4.14174 3.14988 2.75713
 3.63479 2.53144 2.78034
 3.45321 2.64362 1.80338
 3.96016 3.26206 1.78017
 4.14174 3.14988 2.75713
 4.59292 2.77527 2.63025
 4.08597 2.15683 2.65346
 3.63479 2.53144 2.78034
 4.08597 2.15683 2.65346
 3.90439 2.26901 1.67651
 3.45321 2.64362 1.80338
 3.90439 2.26901 1.67651
 4.41134 2.88745 1.6533
 3.96016 3.26206 1.78017
 4.41134 2.88745 1.6533
 4.59292 2.77527 2.63025
 4.14174 3.14988 2.75713


 4.12754 3.10135 2.55762
 3.63204 2.47653 2.62147
 3.42783 2.53866 1.64451
 3.92333 3.16348 1.58067
 4.12754 3.10135 2.55762
 4.58238 2.72851 2.43884
 4.08687 2.10369 2.50268
 3.63204 2.47653 2.62147
 4.08687 2.10369 2.50268
 3.88266 2.16582 1.52573
 3.42783 2.53866 1.64451
 3.88266 2.16582 1.52573
 4.37817 2.79063 1.46189
 3.92333 3.16348 1.58067
 4.37817 2.79063 1.46189
 4.58238 2.72851 2.43884
 4.12754 3.10135 2.55762


 4.20289 3.1178 2.38321
 3.68526 2.51794 2.49374
 3.46703 2.52644 1.51789
 3.98466 3.12631 1.40736
 4.20289 3.1178 2.38321
 4.64123 2.72086 2.28173
 4.12359 2.12099 2.39226
 3.68526 2.51794 2.49374
 4.12359 2.12099 2.39226
