0.0
15.0
0.0
11.0
0.0
10.0
23
0.0 0.5 0.0 11.0 0.0 10.0
0.5 12.5 0.0 0.5 0.0 10.0
2.5 15 10.5 11.0 0.0 10.0
15 15.5 0.0 11.0 0.0 10.0
2.5 3.0 0.5 2.5 0.0 10.0
2.5 3.0 4.5 8.5 0.0 10.0
3.0 5.5 4.5 5.0 0.0 10.0
5.0 5.5 2.5 4.5 0.0 10.0
5.0 5.5 7.0 10.5 0.0 10.0
5.0 8.0 2.5 3.0 0.0 10.0
5.5 8.0 7.0 7.5 0.0 10.0
7.5 8.0 3.0 7.0 0.0 10.0
10.0 10.5 0.5 8.0 0.0 10.0
10 13 8.0 8.5 0.0 10.0
12.5 13.0 0.0 6.0 0.0 10.0
0.5 2.5 6.5 7.0 0.0 5.0
0.5 2.5 6.5 7.0 7.0 10.0
6.5 7.0 0.5 2.5 0.0 7.0
6.5 7.0 0.5 2.5 9.0 10.0
8.0 10.0 5.0 5.5 0.0 7.0
8.0 10.0 5.0 5.5 9.0 10.0
13.0 15.0 3.5 4.0 0.0 3.0
13.0 15.0 3.5 4.0 5.0 10.0
1.5 10.5 0.5
14.0 0.5 9.5
0.8
